rel_path	dir	n_events	max_bp
XML-4/alignment_XML4-3250-0.02-4E-5-100-3-1.fa	XML-4	26	19025
XML-4/alignment_XML4-3250-0.02-4E-5-100-3-2.fa	XML-4	19	19025
XML-4/alignment_XML4-3250-0.02-4E-5-100-3-3.fa	XML-4	26	19025
XML-4/alignment_XML4-3250-0.02-4E-5-100-4-1.fa	XML-4	19	19025
XML-4/alignment_XML4-3250-0.02-4E-5-100-4-2.fa	XML-4	26	19025
XML-4/alignment_XML4-3250-0.02-4E-5-100-4-3.fa	XML-4	30	19025
XML-4/alignment_XML4-3250-0.02-4E-5-100-5-1.fa	XML-4	29	19025
XML-4/alignment_XML4-3250-0.02-4E-5-100-5-2.fa	XML-4	14	19025
XML-4/alignment_XML4-3250-0.02-4E-5-100-5-3.fa	XML-4	24	19025
XML-4/alignment_XML4-3250-0.02-4E-5-200-1-1.fa	XML-4	33	19025
XML-4/alignment_XML4-3250-0.02-4E-5-200-1-2.fa	XML-4	34	19025
XML-4/alignment_XML4-3250-0.02-4E-5-200-1-3.fa	XML-4	21	19025
XML-4/alignment_XML4-3250-0.02-4E-5-200-2-1.fa	XML-4	30	19025
XML-4/alignment_XML4-3250-0.02-4E-5-200-2-2.fa	XML-4	24	19025
XML-4/alignment_XML4-3250-0.02-4E-5-200-2-3.fa	XML-4	34	19025
XML-4/alignment_XML4-3250-0.02-4E-5-200-3-1.fa	XML-4	27	19025
XML-4/alignment_XML4-3250-0.02-4E-5-200-3-2.fa	XML-4	55	19025
XML-4/alignment_XML4-3250-0.02-4E-5-200-3-3.fa	XML-4	25	19025
XML-4/alignment_XML4-3250-0.02-4E-5-200-4-1.fa	XML-4	24	19025
XML-4/alignment_XML4-3250-0.02-4E-5-200-4-2.fa	XML-4	29	19025
XML-4/alignment_XML4-3250-0.02-4E-5-200-4-3.fa	XML-4	36	19025
XML-4/alignment_XML4-3250-0.02-4E-5-200-5-1.fa	XML-4	28	19025
XML-4/alignment_XML4-3250-0.02-4E-5-200-5-2.fa	XML-4	24	19025
XML-4/alignment_XML4-3250-0.02-4E-5-200-5-3.fa	XML-4	39	19025
XML-4/alignment_XML4-3250-0.02-4E-5-50-1-1.fa	XML-4	16	19025
XML-4/alignment_XML4-3250-0.02-4E-5-50-1-2.fa	XML-4	19	19025
XML-4/alignment_XML4-3250-0.02-4E-5-50-1-3.fa	XML-4	17	19025
XML-4/alignment_XML4-3250-0.02-4E-5-50-2-1.fa	XML-4	20	19025
XML-4/alignment_XML4-3250-0.02-4E-5-50-2-2.fa	XML-4	19	19025
XML-4/alignment_XML4-3250-0.02-4E-5-50-2-3.fa	XML-4	23	19025
XML-4/alignment_XML4-3250-0.02-4E-5-50-3-1.fa	XML-4	10	19025
XML-4/alignment_XML4-3250-0.02-4E-5-50-3-2.fa	XML-4	15	19025
XML-4/alignment_XML4-3250-0.02-4E-5-50-3-3.fa	XML-4	18	19025
XML-4/alignment_XML4-3250-0.02-4E-5-50-4-1.fa	XML-4	20	19025
XML-4/alignment_XML4-3250-0.02-4E-5-50-4-2.fa	XML-4	15	19025
XML-4/alignment_XML4-3250-0.02-4E-5-50-4-3.fa	XML-4	5	19025
XML-4/alignment_XML4-3250-0.02-4E-5-50-5-1.fa	XML-4	9	19025
XML-4/alignment_XML4-3250-0.02-4E-5-50-5-2.fa	XML-4	12	19025
XML-4/alignment_XML4-3250-0.02-4E-5-50-5-3.fa	XML-4	14	19025
XML-4/alignment_XML4-3250-0.02-8E-5-100-1-1.fa	XML-4	18	19025
XML-4/alignment_XML4-3250-0.02-8E-5-100-1-2.fa	XML-4	16	19025
XML-4/alignment_XML4-3250-0.02-8E-5-100-1-3.fa	XML-4	19	19025
XML-4/alignment_XML4-3250-0.02-8E-5-100-2-1.fa	XML-4	36	19025
XML-4/alignment_XML4-3250-0.02-8E-5-100-2-2.fa	XML-4	35	19025
XML-4/alignment_XML4-3250-0.02-8E-5-100-2-3.fa	XML-4	28	19025
XML-4/alignment_XML4-3250-0.02-8E-5-100-3-1.fa	XML-4	30	19025
XML-4/alignment_XML4-3250-0.02-8E-5-100-3-2.fa	XML-4	22	19025
XML-4/alignment_XML4-3250-0.02-8E-5-100-3-3.fa	XML-4	19	19025
XML-4/alignment_XML4-3250-0.02-8E-5-100-4-1.fa	XML-4	19	19025
XML-4/alignment_XML4-3250-0.02-8E-5-100-4-2.fa	XML-4	27	19025
XML-4/alignment_XML4-3250-0.02-8E-5-100-4-3.fa	XML-4	25	19025
XML-4/alignment_XML4-3250-0.02-8E-5-100-5-1.fa	XML-4	34	19025
XML-4/alignment_XML4-3250-0.02-8E-5-100-5-2.fa	XML-4	22	19025
XML-4/alignment_XML4-3250-0.02-8E-5-100-5-3.fa	XML-4	31	19025
XML-4/alignment_XML4-3250-0.02-8E-5-200-1-1.fa	XML-4	52	19025
XML-4/alignment_XML4-3250-0.02-8E-5-200-1-2.fa	XML-4	54	19025
XML-4/alignment_XML4-3250-0.02-8E-5-200-1-3.fa	XML-4	37	19025
XML-4/alignment_XML4-3250-0.02-8E-5-200-2-1.fa	XML-4	44	19025
XML-4/alignment_XML4-3250-0.02-8E-5-200-2-2.fa	XML-4	46	19025
XML-4/alignment_XML4-3250-0.02-8E-5-200-2-3.fa	XML-4	41	19025
XML-4/alignment_XML4-3250-0.02-8E-5-200-3-1.fa	XML-4	35	19025
XML-4/alignment_XML4-3250-0.02-8E-5-200-3-2.fa	XML-4	39	19025
XML-4/alignment_XML4-3250-0.02-8E-5-200-3-3.fa	XML-4	41	19025
XML-4/alignment_XML4-3250-0.02-8E-5-200-4-1.fa	XML-4	42	19025
XML-4/alignment_XML4-3250-0.02-8E-5-200-4-2.fa	XML-4	41	19025
XML-4/alignment_XML4-3250-0.02-8E-5-200-4-3.fa	XML-4	34	19025
XML-4/alignment_XML4-3250-0.02-8E-5-200-5-1.fa	XML-4	40	19025
XML-4/alignment_XML4-3250-0.02-8E-5-200-5-2.fa	XML-4	31	19025
XML-4/alignment_XML4-3250-0.02-8E-5-200-5-3.fa	XML-4	47	19025
XML-4/alignment_XML4-3250-0.02-8E-5-50-1-1.fa	XML-4	20	19025
XML-4/alignment_XML4-3250-0.02-8E-5-50-1-2.fa	XML-4	28	19025
XML-4/alignment_XML4-3250-0.02-8E-5-50-1-3.fa	XML-4	17	19025
XML-4/alignment_XML4-3250-0.02-8E-5-50-2-1.fa	XML-4	20	19025
XML-4/alignment_XML4-3250-0.02-8E-5-50-2-2.fa	XML-4	15	19025
XML-4/alignment_XML4-3250-0.02-8E-5-50-2-3.fa	XML-4	16	19025
XML-4/alignment_XML4-3250-0.02-8E-5-50-3-1.fa	XML-4	33	19025
XML-4/alignment_XML4-3250-0.02-8E-5-50-3-2.fa	XML-4	14	19025
XML-4/alignment_XML4-3250-0.02-8E-5-50-3-3.fa	XML-4	24	19025
XML-4/alignment_XML4-3250-0.02-8E-5-50-4-1.fa	XML-4	16	19025
XML-4/alignment_XML4-3250-0.02-8E-5-50-4-2.fa	XML-4	22	19025
XML-4/alignment_XML4-3250-0.02-8E-5-50-4-3.fa	XML-4	18	19025
XML-4/alignment_XML4-3250-0.02-8E-5-50-5-1.fa	XML-4	13	19025
XML-4/alignment_XML4-3250-0.02-8E-5-50-5-2.fa	XML-4	20	19025
XML-4/alignment_XML4-3250-0.02-8E-5-50-5-3.fa	XML-4	17	19025
XML-4/alignment_XML4-4000-0.005-12E-5-100-1-1.fa	XML-4	7	19025
XML-4/alignment_XML4-4000-0.005-12E-5-100-1-2.fa	XML-4	7	19025
XML-4/alignment_XML4-4000-0.005-12E-5-100-1-3.fa	XML-4	10	19025
XML-4/alignment_XML4-4000-0.005-12E-5-100-2-1.fa	XML-4	8	19025
XML-4/alignment_XML4-4000-0.005-12E-5-100-2-2.fa	XML-4	10	19025
XML-4/alignment_XML4-4000-0.005-12E-5-100-2-3.fa	XML-4	11	19025
XML-4/alignment_XML4-4000-0.005-12E-5-100-3-1.fa	XML-4	13	19025
XML-4/alignment_XML4-4000-0.005-12E-5-100-3-2.fa	XML-4	14	19025
XML-4/alignment_XML4-4000-0.005-12E-5-100-3-3.fa	XML-4	4	19025
XML-4/alignment_XML4-4000-0.005-12E-5-100-4-1.fa	XML-4	4	19025
XML-4/alignment_XML4-4000-0.005-12E-5-100-4-2.fa	XML-4	5	14307
XML-4/alignment_XML4-4000-0.005-12E-5-100-4-3.fa	XML-4	8	19025
XML-4/alignment_XML4-4000-0.005-12E-5-100-5-1.fa	XML-4	14	19025
XML-4/alignment_XML4-4000-0.005-12E-5-100-5-2.fa	XML-4	7	19025
XML-4/alignment_XML4-4000-0.005-12E-5-100-5-3.fa	XML-4	10	19025
XML-4/alignment_XML4-4000-0.005-12E-5-200-1-1.fa	XML-4	10	19025
XML-4/alignment_XML4-4000-0.005-12E-5-200-1-2.fa	XML-4	10	19025
XML-4/alignment_XML4-4000-0.005-12E-5-200-1-3.fa	XML-4	17	19025
XML-4/alignment_XML4-4000-0.005-12E-5-200-2-1.fa	XML-4	13	19025
XML-4/alignment_XML4-4000-0.005-12E-5-200-2-2.fa	XML-4	8	19025
XML-4/alignment_XML4-4000-0.005-12E-5-200-2-3.fa	XML-4	16	19025
XML-4/alignment_XML4-4000-0.005-12E-5-200-3-1.fa	XML-4	12	19025
XML-4/alignment_XML4-4000-0.005-12E-5-200-3-2.fa	XML-4	9	19025
XML-4/alignment_XML4-4000-0.005-12E-5-200-3-3.fa	XML-4	9	19025
XML-4/alignment_XML4-4000-0.005-12E-5-200-4-1.fa	XML-4	7	19025
XML-4/alignment_XML4-4000-0.005-12E-5-200-4-2.fa	XML-4	13	19025
XML-4/alignment_XML4-4000-0.005-12E-5-200-4-3.fa	XML-4	17	19025
XML-4/alignment_XML4-4000-0.005-12E-5-200-5-1.fa	XML-4	15	19025
XML-4/alignment_XML4-4000-0.005-12E-5-200-5-2.fa	XML-4	10	19025
XML-4/alignment_XML4-4000-0.005-12E-5-200-5-3.fa	XML-4	26	19025
XML-4/alignment_XML4-4000-0.005-12E-5-50-1-1.fa	XML-4	5	18273
XML-4/alignment_XML4-4000-0.005-12E-5-50-1-2.fa	XML-4	9	19025
XML-4/alignment_XML4-4000-0.005-12E-5-50-1-3.fa	XML-4	10	19025
XML-4/alignment_XML4-4000-0.005-12E-5-50-2-1.fa	XML-4	8	19025
XML-4/alignment_XML4-4000-0.005-12E-5-50-2-2.fa	XML-4	2	19025
XML-4/alignment_XML4-4000-0.005-12E-5-50-2-3.fa	XML-4	5	19025
XML-4/alignment_XML4-4000-0.005-12E-5-50-3-1.fa	XML-4	10	19025
XML-4/alignment_XML4-4000-0.005-12E-5-50-3-2.fa	XML-4	4	17700
XML-4/alignment_XML4-4000-0.005-12E-5-50-3-3.fa	XML-4	9	19025
XML-4/alignment_XML4-4000-0.005-12E-5-50-4-1.fa	XML-4	10	19025
XML-4/alignment_XML4-4000-0.005-12E-5-50-4-2.fa	XML-4	10	19025
XML-4/alignment_XML4-4000-0.005-12E-5-50-4-3.fa	XML-4	7	19025
XML-4/alignment_XML4-4000-0.005-12E-5-50-5-1.fa	XML-4	14	19025
XML-4/alignment_XML4-4000-0.005-12E-5-50-5-2.fa	XML-4	15	19025
XML-4/alignment_XML4-4000-0.005-12E-5-50-5-3.fa	XML-4	5	19025
XML-4/alignment_XML4-4000-0.005-4E-5-100-1-1.fa	XML-4	3	9312
XML-4/alignment_XML4-4000-0.005-4E-5-100-1-2.fa	XML-4	5	17493
XML-4/alignment_XML4-4000-0.005-4E-5-100-1-3.fa	XML-4	14	19025
XML-4/alignment_XML4-4000-0.005-4E-5-100-2-1.fa	XML-4	7	19025
XML-4/alignment_XML4-4000-0.005-4E-5-100-2-2.fa	XML-4	8	16596
XML-4/alignment_XML4-4000-0.005-4E-5-100-2-3.fa	XML-4	9	19025
XML-4/alignment_XML4-4000-0.005-4E-5-100-3-1.fa	XML-4	7	17478
XML-4/alignment_XML4-4000-0.005-4E-5-100-3-2.fa	XML-4	9	19025
XML-4/alignment_XML4-4000-0.005-4E-5-100-3-3.fa	XML-4	9	19025
XML-4/alignment_XML4-4000-0.005-4E-5-100-4-1.fa	XML-4	4	15876
XML-4/alignment_XML4-4000-0.005-4E-5-100-4-2.fa	XML-4	12	19025
XML-4/alignment_XML4-4000-0.005-4E-5-100-4-3.fa	XML-4	11	19025
XML-4/alignment_XML4-4000-0.005-4E-5-100-5-1.fa	XML-4	3	17706
XML-4/alignment_XML4-4000-0.005-4E-5-100-5-2.fa	XML-4	7	19025
XML-4/alignment_XML4-4000-0.005-4E-5-100-5-3.fa	XML-4	8	19025
XML-4/alignment_XML4-4000-0.005-4E-5-200-1-1.fa	XML-4	6	19025
XML-4/alignment_XML4-4000-0.005-4E-5-200-1-2.fa	XML-4	5	19025
XML-4/alignment_XML4-4000-0.005-4E-5-200-1-3.fa	XML-4	18	19025
XML-4/alignment_XML4-4000-0.005-4E-5-200-2-1.fa	XML-4	16	19025
XML-4/alignment_XML4-4000-0.005-4E-5-200-2-2.fa	XML-4	6	19025
XML-4/alignment_XML4-4000-0.005-4E-5-200-2-3.fa	XML-4	15	19025
XML-4/alignment_XML4-4000-0.005-4E-5-200-3-1.fa	XML-4	7	18498
XML-4/alignment_XML4-4000-0.005-4E-5-200-3-2.fa	XML-4	8	19025
XML-4/alignment_XML4-4000-0.005-4E-5-200-3-3.fa	XML-4	8	19025
XML-4/alignment_XML4-4000-0.005-4E-5-200-4-1.fa	XML-4	11	19025
XML-4/alignment_XML4-4000-0.005-4E-5-200-4-2.fa	XML-4	13	19025
XML-4/alignment_XML4-4000-0.005-4E-5-200-4-3.fa	XML-4	7	19025
XML-4/alignment_XML4-4000-0.005-4E-5-200-5-1.fa	XML-4	14	19025
XML-4/alignment_XML4-4000-0.005-4E-5-200-5-2.fa	XML-4	11	19025
XML-4/alignment_XML4-4000-0.005-4E-5-200-5-3.fa	XML-4	11	19025
XML-4/alignment_XML4-4000-0.005-4E-5-50-1-1.fa	XML-4	6	17025
XML-4/alignment_XML4-4000-0.005-4E-5-50-1-2.fa	XML-4	9	19025
XML-4/alignment_XML4-4000-0.005-4E-5-50-1-3.fa	XML-4	4	19025
XML-4/alignment_XML4-4000-0.005-4E-5-50-2-1.fa	XML-4	5	18165
XML-4/alignment_XML4-4000-0.005-4E-5-50-2-2.fa	XML-4	3	19025
XML-4/alignment_XML4-4000-0.005-4E-5-50-2-3.fa	XML-4	9	19025
XML-4/alignment_XML4-4000-0.005-4E-5-50-3-1.fa	XML-4	3	16164
XML-4/alignment_XML4-4000-0.005-4E-5-50-3-2.fa	XML-4	6	19025
XML-4/alignment_XML4-4000-0.005-4E-5-50-3-3.fa	XML-4	9	19025
XML-4/alignment_XML4-4000-0.005-4E-5-50-4-1.fa	XML-4	10	19025
XML-4/alignment_XML4-4000-0.005-4E-5-50-4-2.fa	XML-4	7	19025
XML-4/alignment_XML4-4000-0.005-4E-5-50-4-3.fa	XML-4	5	19025
XML-4/alignment_XML4-4000-0.005-4E-5-50-5-1.fa	XML-4	3	19025
XML-4/alignment_XML4-4000-0.005-4E-5-50-5-2.fa	XML-4	4	7671
XML-4/alignment_XML4-4000-0.005-4E-5-50-5-3.fa	XML-4	4	17937
XML-4/alignment_XML4-4000-0.005-8E-5-100-1-1.fa	XML-4	7	19025
XML-4/alignment_XML4-4000-0.005-8E-5-100-1-2.fa	XML-4	8	19025
XML-4/alignment_XML4-4000-0.005-8E-5-100-1-3.fa	XML-4	7	19025
XML-4/alignment_XML4-4000-0.005-8E-5-100-2-1.fa	XML-4	13	19025
XML-4/alignment_XML4-4000-0.005-8E-5-100-2-2.fa	XML-4	9	15957
XML-4/alignment_XML4-4000-0.005-8E-5-100-2-3.fa	XML-4	13	19025
XML-4/alignment_XML4-4000-0.005-8E-5-100-3-1.fa	XML-4	10	19025
XML-4/alignment_XML4-4000-0.005-8E-5-100-3-2.fa	XML-4	5	19025
XML-4/alignment_XML4-4000-0.005-8E-5-100-3-3.fa	XML-4	8	19025
XML-4/alignment_XML4-4000-0.005-8E-5-100-4-1.fa	XML-4	11	19025
XML-4/alignment_XML4-4000-0.005-8E-5-100-4-2.fa	XML-4	7	18498
XML-4/alignment_XML4-4000-0.005-8E-5-100-4-3.fa	XML-4	11	19025
XML-4/alignment_XML4-4000-0.005-8E-5-100-5-1.fa	XML-4	18	19025
XML-4/alignment_XML4-4000-0.005-8E-5-100-5-2.fa	XML-4	9	19025
XML-4/alignment_XML4-4000-0.005-8E-5-100-5-3.fa	XML-4	11	19025
XML-4/alignment_XML4-4000-0.005-8E-5-200-1-1.fa	XML-4	17	19025
XML-4/alignment_XML4-4000-0.005-8E-5-200-1-2.fa	XML-4	19	19025
XML-4/alignment_XML4-4000-0.005-8E-5-200-1-3.fa	XML-4	13	19025
XML-4/alignment_XML4-4000-0.005-8E-5-200-2-1.fa	XML-4	19	19025
XML-4/alignment_XML4-4000-0.005-8E-5-200-2-2.fa	XML-4	8	19025
XML-4/alignment_XML4-4000-0.005-8E-5-200-2-3.fa	XML-4	14	19025
XML-4/alignment_XML4-4000-0.005-8E-5-200-3-1.fa	XML-4	10	19025
XML-4/alignment_XML4-4000-0.005-8E-5-200-3-2.fa	XML-4	17	19025
XML-4/alignment_XML4-4000-0.005-8E-5-200-3-3.fa	XML-4	4	18945
XML-4/alignment_XML4-4000-0.005-8E-5-200-4-1.fa	XML-4	8	19025
XML-4/alignment_XML4-4000-0.005-8E-5-200-4-2.fa	XML-4	15	19025
XML-4/alignment_XML4-4000-0.005-8E-5-200-4-3.fa	XML-4	2	17571
XML-4/alignment_XML4-4000-0.005-8E-5-200-5-1.fa	XML-4	8	19025
XML-4/alignment_XML4-4000-0.005-8E-5-200-5-2.fa	XML-4	8	19025
XML-4/alignment_XML4-4000-0.005-8E-5-200-5-3.fa	XML-4	13	19025
XML-4/alignment_XML4-4000-0.005-8E-5-50-1-1.fa	XML-4	8	19002
XML-4/alignment_XML4-4000-0.005-8E-5-50-1-2.fa	XML-4	2	19025
XML-4/alignment_XML4-4000-0.005-8E-5-50-1-3.fa	XML-4	2	19025
XML-4/alignment_XML4-4000-0.005-8E-5-50-2-1.fa	XML-4	9	19025
XML-4/alignment_XML4-4000-0.005-8E-5-50-2-2.fa	XML-4	11	19025
XML-4/alignment_XML4-4000-0.005-8E-5-50-2-3.fa	XML-4	8	19025
XML-4/alignment_XML4-4000-0.005-8E-5-50-3-1.fa	XML-4	7	19025
XML-4/alignment_XML4-4000-0.005-8E-5-50-3-2.fa	XML-4	9	19025
XML-4/alignment_XML4-4000-0.005-8E-5-50-3-3.fa	XML-4	13	19025
XML-4/alignment_XML4-4000-0.005-8E-5-50-4-1.fa	XML-4	10	19025
XML-4/alignment_XML4-4000-0.005-8E-5-50-4-2.fa	XML-4	3	15591
XML-4/alignment_XML4-4000-0.005-8E-5-50-4-3.fa	XML-4	5	18381
XML-4/alignment_XML4-4000-0.005-8E-5-50-5-1.fa	XML-4	8	19025
XML-4/alignment_XML4-4000-0.005-8E-5-50-5-2.fa	XML-4	7	19025
XML-4/alignment_XML4-4000-0.005-8E-5-50-5-3.fa	XML-4	15	19025
XML-4/alignment_XML4-4000-0.01-12E-5-100-1-1.fa	XML-4	12	19025
XML-4/alignment_XML4-4000-0.01-12E-5-100-1-2.fa	XML-4	8	19025
XML-4/alignment_XML4-4000-0.01-12E-5-100-1-3.fa	XML-4	16	19025
XML-4/alignment_XML4-4000-0.01-12E-5-100-2-1.fa	XML-4	15	19025
XML-4/alignment_XML4-4000-0.01-12E-5-100-2-2.fa	XML-4	16	19025
XML-4/alignment_XML4-4000-0.01-12E-5-100-2-3.fa	XML-4	20	19025
XML-4/alignment_XML4-4000-0.01-12E-5-100-3-1.fa	XML-4	17	19025
XML-4/alignment_XML4-4000-0.01-12E-5-100-3-2.fa	XML-4	17	19025
XML-4/alignment_XML4-4000-0.01-12E-5-100-3-3.fa	XML-4	13	19025
XML-4/alignment_XML4-4000-0.01-12E-5-100-4-1.fa	XML-4	12	19025
XML-4/alignment_XML4-4000-0.01-12E-5-100-4-2.fa	XML-4	11	19025
XML-4/alignment_XML4-4000-0.01-12E-5-100-4-3.fa	XML-4	21	19025
XML-4/alignment_XML4-4000-0.01-12E-5-100-5-1.fa	XML-4	23	19025
XML-4/alignment_XML4-4000-0.01-12E-5-100-5-2.fa	XML-4	21	19025
XML-4/alignment_XML4-4000-0.01-12E-5-100-5-3.fa	XML-4	14	19025
XML-4/alignment_XML4-4000-0.01-12E-5-200-1-1.fa	XML-4	12	19025
XML-4/alignment_XML4-4000-0.01-12E-5-200-1-2.fa	XML-4	16	19025
XML-4/alignment_XML4-4000-0.01-12E-5-200-1-3.fa	XML-4	34	19025
XML-4/alignment_XML4-4000-0.01-12E-5-200-2-1.fa	XML-4	15	19025
XML-4/alignment_XML4-4000-0.01-12E-5-200-2-2.fa	XML-4	19	18864
XML-4/alignment_XML4-4000-0.01-12E-5-200-2-3.fa	XML-4	32	19025
XML-4/alignment_XML4-4000-0.01-12E-5-200-3-1.fa	XML-4	21	19025
XML-4/alignment_XML4-4000-0.01-12E-5-200-3-2.fa	XML-4	23	19025
XML-4/alignment_XML4-4000-0.01-12E-5-200-3-3.fa	XML-4	14	16611
XML-4/alignment_XML4-4000-0.01-12E-5-200-4-1.fa	XML-4	19	19025
XML-4/alignment_XML4-4000-0.01-12E-5-200-4-2.fa	XML-4	29	19025
XML-4/alignment_XML4-4000-0.01-12E-5-200-4-3.fa	XML-4	19	19025
XML-4/alignment_XML4-4000-0.01-12E-5-200-5-1.fa	XML-4	37	19025
XML-4/alignment_XML4-4000-0.01-12E-5-200-5-2.fa	XML-4	29	19025
XML-4/alignment_XML4-4000-0.01-12E-5-200-5-3.fa	XML-4	23	19025
XML-4/alignment_XML4-4000-0.01-12E-5-50-1-1.fa	XML-4	16	19025
XML-4/alignment_XML4-4000-0.01-12E-5-50-1-2.fa	XML-4	19	19025
XML-4/alignment_XML4-4000-0.01-12E-5-50-1-3.fa	XML-4	14	17334
XML-4/alignment_XML4-4000-0.01-12E-5-50-2-1.fa	XML-4	11	19025
XML-4/alignment_XML4-4000-0.01-12E-5-50-2-2.fa	XML-4	9	19025
XML-4/alignment_XML4-4000-0.01-12E-5-50-2-3.fa	XML-4	12	19025
XML-4/alignment_XML4-4000-0.01-12E-5-50-3-1.fa	XML-4	9	19025
XML-4/alignment_XML4-4000-0.01-12E-5-50-3-2.fa	XML-4	28	19025
XML-4/alignment_XML4-4000-0.01-12E-5-50-3-3.fa	XML-4	9	19025
XML-4/alignment_XML4-4000-0.01-12E-5-50-4-1.fa	XML-4	19	19025
XML-4/alignment_XML4-4000-0.01-12E-5-50-4-2.fa	XML-4	15	19025
XML-4/alignment_XML4-4000-0.01-12E-5-50-4-3.fa	XML-4	10	18141
XML-4/alignment_XML4-4000-0.01-12E-5-50-5-1.fa	XML-4	8	19025
XML-4/alignment_XML4-4000-0.01-12E-5-50-5-2.fa	XML-4	20	19025
XML-4/alignment_XML4-4000-0.01-12E-5-50-5-3.fa	XML-4	16	19025
XML-4/alignment_XML4-4000-0.01-4E-5-100-1-1.fa	XML-4	10	19025
XML-4/alignment_XML4-4000-0.01-4E-5-100-1-2.fa	XML-4	10	19025
XML-4/alignment_XML4-4000-0.01-4E-5-100-1-3.fa	XML-4	17	19025
XML-4/alignment_XML4-4000-0.01-4E-5-100-2-1.fa	XML-4	16	19025
XML-4/alignment_XML4-4000-0.01-4E-5-100-2-2.fa	XML-4	9	19025
XML-4/alignment_XML4-4000-0.01-4E-5-100-2-3.fa	XML-4	15	19025
XML-4/alignment_XML4-4000-0.01-4E-5-100-3-1.fa	XML-4	12	19025
XML-4/alignment_XML4-4000-0.01-4E-5-100-3-2.fa	XML-4	23	19025
XML-4/alignment_XML4-4000-0.01-4E-5-100-3-3.fa	XML-4	6	19025
XML-4/alignment_XML4-4000-0.01-4E-5-100-4-1.fa	XML-4	12	19025
XML-4/alignment_XML4-4000-0.01-4E-5-100-4-2.fa	XML-4	18	19025
XML-4/alignment_XML4-4000-0.01-4E-5-100-4-3.fa	XML-4	16	19025
XML-4/alignment_XML4-4000-0.01-4E-5-100-5-1.fa	XML-4	14	19025
XML-4/alignment_XML4-4000-0.01-4E-5-100-5-2.fa	XML-4	22	19025
XML-4/alignment_XML4-4000-0.01-4E-5-100-5-3.fa	XML-4	18	19025
XML-4/alignment_XML4-4000-0.01-4E-5-200-1-1.fa	XML-4	20	19025
XML-4/alignment_XML4-4000-0.01-4E-5-200-1-2.fa	XML-4	19	19025
XML-4/alignment_XML4-4000-0.01-4E-5-200-1-3.fa	XML-4	17	19025
XML-4/alignment_XML4-4000-0.01-4E-5-200-2-1.fa	XML-4	13	19025
XML-4/alignment_XML4-4000-0.01-4E-5-200-2-2.fa	XML-4	21	19025
XML-4/alignment_XML4-4000-0.01-4E-5-200-2-3.fa	XML-4	19	19025
XML-4/alignment_XML4-4000-0.01-4E-5-200-3-1.fa	XML-4	20	19025
XML-4/alignment_XML4-4000-0.01-4E-5-200-3-2.fa	XML-4	16	19025
XML-4/alignment_XML4-4000-0.01-4E-5-200-3-3.fa	XML-4	17	19025
XML-4/alignment_XML4-4000-0.01-4E-5-200-4-1.fa	XML-4	20	19025
XML-4/alignment_XML4-4000-0.01-4E-5-200-4-2.fa	XML-4	14	19025
XML-4/alignment_XML4-4000-0.01-4E-5-200-4-3.fa	XML-4	15	19025
XML-4/alignment_XML4-4000-0.01-4E-5-200-5-1.fa	XML-4	21	19025
XML-4/alignment_XML4-4000-0.01-4E-5-200-5-2.fa	XML-4	25	19025
XML-4/alignment_XML4-4000-0.01-4E-5-200-5-3.fa	XML-4	19	19025
XML-4/alignment_XML4-4000-0.01-4E-5-50-1-1.fa	XML-4	10	19025
XML-4/alignment_XML4-4000-0.01-4E-5-50-1-2.fa	XML-4	11	19025
XML-4/alignment_XML4-4000-0.01-4E-5-50-1-3.fa	XML-4	11	19025
XML-4/alignment_XML4-4000-0.01-4E-5-50-2-1.fa	XML-4	5	16824
XML-4/alignment_XML4-4000-0.01-4E-5-50-2-2.fa	XML-4	14	19025
XML-4/alignment_XML4-4000-0.01-4E-5-50-2-3.fa	XML-4	16	19025
XML-4/alignment_XML4-4000-0.01-4E-5-50-3-1.fa	XML-4	7	19025
XML-4/alignment_XML4-4000-0.01-4E-5-50-3-2.fa	XML-4	7	19025
XML-4/alignment_XML4-4000-0.01-4E-5-50-3-3.fa	XML-4	10	19025
XML-4/alignment_XML4-4000-0.01-4E-5-50-4-1.fa	XML-4	11	19025
XML-4/alignment_XML4-4000-0.01-4E-5-50-4-2.fa	XML-4	9	16728
XML-4/alignment_XML4-4000-0.01-4E-5-50-4-3.fa	XML-4	17	19025
XML-4/alignment_XML4-4000-0.01-4E-5-50-5-1.fa	XML-4	15	19025
XML-4/alignment_XML4-4000-0.01-4E-5-50-5-2.fa	XML-4	9	19025
XML-4/alignment_XML4-4000-0.01-4E-5-50-5-3.fa	XML-4	9	19025
XML-4/alignment_XML4-4000-0.01-8E-5-100-1-1.fa	XML-4	31	19025
XML-4/alignment_XML4-4000-0.01-8E-5-100-1-2.fa	XML-4	21	19025
XML-4/alignment_XML4-4000-0.01-8E-5-100-1-3.fa	XML-4	24	19025
XML-4/alignment_XML4-4000-0.01-8E-5-100-2-1.fa	XML-4	19	19025
XML-4/alignment_XML4-4000-0.01-8E-5-100-2-2.fa	XML-4	21	19025
XML-4/alignment_XML4-4000-0.01-8E-5-100-2-3.fa	XML-4	21	19025
XML-4/alignment_XML4-4000-0.01-8E-5-100-3-1.fa	XML-4	13	19025
XML-4/alignment_XML4-4000-0.01-8E-5-100-3-2.fa	XML-4	17	19025
